Name,Age,City,Score
Heather Cochran DDS,12,West Robert,11
Angela Walker,16,North Katrina,4
Haley Davis,14,Mejiaside,2
Melissa Butler,15,New Michellechester,6
Zachary Davis,15,Shahfurt,2
Alicia Wallace,15,New Kellyside,6
Shari Garrett,15,Kennethbury,1
Seth Harrison,13,Port Derrickhaven,3
Aaron Cortez,16,Yatesfort,5
Anthony Thompson,10,Marquezville,2
Sara Smith,13,South Tamaraberg,4
Alexis Myers,12,Lake Aaron,5
Andrea Nelson,17,Port Rebecca,1
Nichole Smith,13,Jonathanton,3
Debra Wilson,18,Port Richard,6
Bryan Henderson,13,Port Amyville,9
Amy Garcia,15,Tracieborough,4
Paul Walker,18,Lake Stacietown,11
Jeffrey Klein,15,New Diane,2
Aaron Wright,12,Wallacefort,9
Jeremy Smith,18,South Vincenthaven,10
Judith Moore,17,Colestad,5
Michael Decker,18,South Michaelberg,10
Chad Frey,13,Millerborough,8
Jeffrey Lewis,12,Hughesview,6
Andrew Parks,15,Tinaburgh,9
Matthew Juarez,14,Wrightfurt,12
Daniel Newton,15,Jenniferland,7
Mary Ramsey,10,West Jeffreystad,7
Kristin Williams,18,New Katherine,6
Alexis Huerta,16,Dalechester,8
Aaron Curry,18,South Nancy,12
Holly Grant,10,Perrystad,12
Tom Baker,10,Lake Charlesberg,5
Keith Perkins,12,South Stephanie,12
Sharon Ellis,17,Adrianaborough,5
Robin Jones,14,Theresamouth,2
Vanessa Greer,12,Port Laurenshire,6
Lauren Mercer,10,Port Rhonda,4
Crystal Castro,15,West Amandaport,6
Timothy Ramsey,17,Eduardoburgh,12
Kevin Davis,13,Melaniestad,9
Richard Jackson,15,North Alyssaland,12
Sierra Winters,18,Sandovalmouth,3
Corey Ferguson,13,East Nicolasburgh,2
Stephen Wilson,14,East Tommy,11
Eric Larson,10,South Andreborough,3
Arthur Wolfe,12,Mccallshire,9
Heather Nelson,16,Lake Jennifer,8
Erika Sullivan,17,Gravesmouth,12
Peter Ramsey,12,Brandonmouth,10
Terry Dunn,12,Port Michaelburgh,3
Catherine Harris,14,Johnstad,5
Marvin Martinez,13,Colemanland,1
Kelsey Harrison,13,Lake Daniel,5
Kim Stephens,18,New Meganland,9
Michelle Thompson,17,Underwoodfort,9
Kenneth Luna,14,Buckstad,11
Sara Porter,14,Christinaborough,2
Jessica Young,17,Millsville,12
Zoe Edwards,17,New Karen,1
Jennifer Rivera,15,North Amanda,10
Colleen Miller,13,South Alexandra,12
Colin Campbell,10,North Katherine,8
Dalton Crawford,17,Nguyenburgh,9
Priscilla Harris,13,West Ronald,4
Michele English,16,Kaitlynburgh,9
Danny Hunter,11,Riveramouth,6
Michael Cook,16,Port Christianmouth,11
Daniel Riley,18,East Stephanie,11
Jessica Ware,16,Griffinstad,3
William Brown,12,Port Kimberly,2
Kaitlyn Fitzgerald,12,Alexandrabury,5
Mary Benson,14,East Melvinton,2
Natalie Davidson,14,Mckeemouth,10
Manuel Oconnor,16,Thomasfort,12
Phillip Schwartz,12,Perezborough,2
Richard Wright,12,East Jamesburgh,7
Adrienne Lee,11,New Gerald,7
Nicole Davis,18,North Sharon,3
Pamela Allison,10,Cardenasmouth,2
Deborah Martinez,17,East Ricardofurt,3
Crystal Smith,15,Kennethtown,11
Julie Clark,15,Mitchellfort,10
Yvonne Melendez,12,Jasonport,3
Whitney Carr,16,Carrollmouth,12
Dana Turner,15,West Chadbury,10
David Fuller,16,South William,5
John Brown,18,Milesstad,7
Lindsay Diaz,14,Birdside,2
Daniel Smith,14,West Sarah,1
Melissa Sullivan,15,Wandaland,10
Rebecca Sandoval,15,South Stephaniemouth,12
Tracy Chavez,14,Jacquelinechester,9
Valerie Holloway,13,East Brianmouth,6
Jordan Schaefer,18,East Caitlinfurt,4
Kristi Johnson,14,Williamsburgh,6
Amanda Olson,11,Nancyfurt,7
Diana Jones,15,North Ryan,1
Kenneth Franklin,15,Mcgrathbury,6
Mark Sullivan,18,Walkermouth,7
Alyssa Fernandez,11,Woodardchester,9
Kevin Kramer MD,13,Lake Dennis,1
Kenneth Le,15,Port Angela,10
Vincent Hughes,14,Montoyahaven,6
Andrea Decker,13,Lake Virginia,12
Barbara Baker,10,Port Laura,8
Derek Arnold,14,West Johnland,8
Michael Hale,15,Bowenfurt,7
Sandra Rios,18,Lake Carla,7
Todd Gilbert,14,Olsenchester,10
Kim Henry,18,Adamstad,2
Mrs. Mallory Dennis MD,14,West Anna,1
Catherine Willis,14,South Deborah,3
Christopher Jackson,16,Griffinberg,10
Christopher Norton,14,New Brad,3
Michael Cohen,13,Port Ashleyside,3
Carol James DDS,14,Cohenside,7
Kelly Garcia,16,East Nathan,4
Sylvia Martinez,16,Nicolestad,2
Jessica Martinez,17,Kevinland,6
Shawn Howard,18,East Sandraburgh,8
Elizabeth Brown,11,New Danielleberg,3
Kim Gaines,14,Phamfort,4
Devin Yoder,14,Hopkinston,6
Alexis Schneider,18,Martinview,9
David Yang,17,Christophertown,9
Rebecca Lindsey,13,South Sheilaton,1
Catherine Rodriguez,17,East Travis,3
Mary Briggs,15,Millerborough,5
Dr. Diane Ward,10,Port Sarahshire,10
David Wilcox,13,Brandonberg,11
Margaret Peters,15,Danielsborough,1
Jack Wright,12,Christineville,1
Samuel Flores,10,Port Mitchell,2
Robert Brown,14,Smithborough,10
Nicholas Clark,16,Lake Amanda,6
Amy Bush,15,Sandramouth,4
Shawn Moore,17,Dianastad,3
Nancy Parrish,17,Brandiview,1
Joshua Smith,18,Knightmouth,6
Tracy Young,12,Sarahtown,2
Kristen Robinson,11,Fullermouth,5
Lisa Anderson,14,Antonioville,7
Edward Stevens,15,Port Jacobburgh,10
Karen Hawkins,13,Gonzalezton,3
Christina Serrano,11,Lindseyville,3
Christina Flowers,11,Port Brianside,6
Cheryl Dudley,12,South Susanview,8
Courtney Flores,17,West Richard,5
Lisa Maldonado,15,Port Thomasbury,3
Brianna Robinson,12,Cameronville,8
James Beasley,11,Victorborough,10
Dawn Robbins,18,South Danielmouth,12
Bryan Mcdonald,13,Leahport,6
Emily Hawkins,17,Port Jamiefort,12
Darryl Wilson,14,Johnstad,12
Janice Cannon,10,New Rhondachester,11
Austin Jones,14,West Russellton,4
Joseph Rivera,18,Morrismouth,1
Tiffany Munoz,13,East Carla,11
Russell Flores,16,Crystalland,7
Theresa Vega,12,West Francesport,1
Patricia Welch,11,Bakerberg,6
Mary Hall,13,West Christyborough,12
James Santiago,12,Silvachester,12
William Riley,14,Wardland,4
Hannah Rice,14,Pamelaburgh,11
Johnathan Smith,12,Mosston,4
Sandra Waters,16,East Kristineshire,10
Christopher Lloyd,14,Brandyport,2
Briana Larsen,10,Melissatown,10
Jennifer Irwin,17,Stacytown,8
Mason Howard,12,Jamesside,12
Stephanie Hill,14,Gonzalezmouth,4
Melissa Martinez,13,Kristenshire,12
Daniel Jenkins,18,North Carolynport,2
Monica Dean,11,East Katherinemouth,2
Victor Hicks,15,Aguilarport,8
John Webb,14,Port Jamesville,2
Adam Green,11,Brianberg,7
Stephen Schultz,18,New Ashley,7
John Berger,16,Jonesborough,1
Jacqueline Fowler,12,Josephchester,5
Zachary Green,11,New Crystalton,10
Kent Jones,10,Robinsonside,6
Steven Blankenship,15,Jeffreymouth,3
Kelly Warner,12,East Barry,3
Amanda Byrd,12,Port Kaitlyn,5
Deborah Daniel,11,North Bryanburgh,10
Timothy Herrera,15,North Jessica,12
Carla Perez,18,Heatherhaven,2
Miranda Stewart,10,Cohenport,9
William Porter,11,Port Catherinechester,6
Lawrence Alvarado,13,East Richard,6
Dr. Stephanie Simpson,13,Robertsmouth,6
Leonard Hall,11,Raymondville,1
Eric Adams,12,New Sheila,12
Melinda Shea,16,South Lauraside,3
Kristopher Warner,17,East Nancyport,11
Sarah Stewart,11,Sandersbury,10
George Parker,11,Port Eileen,8
Jordan Nelson,18,Susanhaven,12
Ms. Allison Shaw MD,13,Port Jodichester,9
Sydney Morales,14,West Jennifer,7
John Brown,13,Port Ericton,5
Emily Reilly,15,Michaelbury,4
Joshua Davis,16,South Paulberg,4
Thomas Thompson,12,Martinhaven,1
Katherine Salas,10,South Jeffreyborough,3
Sara Thomas,10,East Patriciaberg,11
Shannon Vaughn,14,West Andrew,9
Bonnie Knight,11,Hensleymouth,10
Kristin Nguyen,10,West Linda,5
Kelly Garcia,10,Lake Jennifer,11
Patrick Morris,18,East Amyberg,5
Aaron Hernandez,12,New Yvonneberg,9
William Harris,18,Williamport,12
Sierra Burns,11,New Jaredport,10
Jason Allen,18,South Charles,10
Stephanie Murphy,13,East Angela,6
Lisa Davis,10,North Travis,5
Erin Cox,12,New Brianport,7
Karen Hill,18,Port Veronica,10
Lindsey Mcneil,10,Port Russellchester,9
Robert Weber,15,West Jonathanberg,10
Eileen Carter,17,Port Ethanland,5
Amanda Poole,18,West Brian,8
Michael Price,15,Lake Charlesport,11
Rodney Conrad,12,Marthabury,12
Michael Rodriguez,16,Morrisonton,6
Joel Moreno,11,Johnsonborough,8
Kristine Hayes,14,Riverachester,6
Charles Davis,13,South Allison,9
Daniel Morris MD,13,South Melissa,6
Yolanda Stephens,18,Crossside,4
Kelly Moore,12,Nicholastown,11
Alan Ramos,13,Riverastad,1
Joseph Lin,14,Murphyton,12
Chad Pope,15,Browntown,11
Jeremy Benton,13,Brianport,1
Lisa Walker,17,East Cynthiaside,9
David Diaz,11,Deanbury,4
Jill Conway,18,North Sarahborough,4
Patricia Byrd,18,Nataliemouth,8
Sherry Cain,15,Port Jeffrey,4
Robert Choi,12,Franklinside,10
Karen Taylor,18,Robertsview,5
Lisa Graves MD,17,Port Tamara,7
Jamie Foster,13,Port Richard,9
John Hughes,14,Loriborough,5
James Dunn,15,Serranoville,6
James Kelley,12,Woodborough,3
Andrea Brown,14,West Amandatown,9
Leah Robinson,12,Matthewland,3
Kristin Thomas,17,Port Jonathan,12
Ruth Gonzalez,17,West Margaret,3
Omar Lloyd,12,Zacharyhaven,2
Taylor Schneider,13,New Bettymouth,7
Steven Weber,13,Jamesport,6
Crystal Snow,16,South Zachary,6
Amber Richardson,17,Lake Ryan,3
Jesse Ingram,11,South Scotthaven,6
Andrew Pruitt,11,Lake Jeanetteport,1
Brandon Johnson,13,Matthewland,4
Lisa Cox,13,New Judy,7
Ann Watson DDS,11,East Hectorport,5
Carl Nelson,10,New Amanda,5
Christopher Massey,12,Markburgh,5
Diana King,13,Jessicastad,7
Michelle Kirk,12,Barbaraton,11
Tina King,15,Lake Kristina,4
Sandra Thompson,11,Port Jimmy,10
Louis Hardin,15,Santanaberg,5
Elizabeth Perry,11,Lake Thomas,9
Frederick Johnson,18,Williamsfort,2
Patricia Ray,15,Brownberg,2
David Miller,15,New Tiffanychester,9
Robert Bowen,18,Coopershire,7
Grace Atkins,12,New Kevin,5
Lisa Joyce,11,Port Miguelmouth,4
Isaac Bond,15,Nathanport,10
Anita Avila,11,Lake Jeffery,11
Leslie Cunningham,18,New George,4
Daniel Williams,17,Diazside,6
Angelica Berry,16,North Brittany,7
Joshua Price,17,West Jasminefort,6
Ronald Arnold,13,West Cheryl,12
Sara Golden,16,Herrerastad,1
Jessica Harper,13,Pearsonhaven,8
Scott Holmes,11,West Jennifermouth,8
Brandi Miller,15,Smithshire,3
Luis Williams,15,Lake James,4
Jordan Crawford,18,West Suzanneshire,8
Terry Lowe,13,Margarethaven,6
Austin Christensen,16,Lake Xavier,2
Terrance Matthews,15,East Jacobland,9
Aaron Orozco,15,Frankmouth,12
David Mcdaniel,18,North Nicholas,4
Jeremy Mann,14,Port Edward,1
Brian Peterson,16,North Sarahtown,4
David Taylor,16,North Jamesfurt,6
John Jarvis,15,Port Timothymouth,7
Claudia Becker,12,Port Tanya,6
Tracy Wilson,17,North Amandaview,6
Richard Roberts,14,Claytonfurt,3
Shannon Huang,12,North Debbie,8
Courtney Wright,15,New Chelsea,11
Angela Mccarthy,18,Batesview,8
Melissa Phillips,12,Jimmyside,6
Erik Gomez,10,Muellerfort,2
Erica Garcia,13,Petersonburgh,11
Arthur Hill,15,Lake Jacobland,10
Jeremy Lopez,14,Lake Tara,9
Anita Gomez,13,North Jessicashire,5
Daniel Dunn,16,New Scottport,9
Barbara Whitehead,11,North Keith,11
Jennifer Brown,17,New Lindsayfort,5
Marcia Hickman,17,Stewartstad,2
Brian Thornton,18,Patriciaside,2
John Stone,14,Dennisport,6
Amber Miller,16,Anthonyville,9
Crystal Butler,11,Port Kaylaport,7
Jennifer Cooper,15,East Richardburgh,2
Brett Gutierrez,15,Hinesfort,5
Mark Willis,12,East Kristen,6
Mary Miller DDS,17,Andrewmouth,6
Annette Johnson,18,Jacksonhaven,6
Kimberly Davis,13,Bellhaven,10
Brandy Kramer,10,Stoutfurt,11
Jasmine Hinton,18,West Scottton,1
Carolyn Thomas,12,Lake Tricia,5
Todd Pena,15,East Joshuaburgh,4
Michael Clark,11,Port Karen,12
Claudia Perry,17,Mariatown,12
Steven Hatfield,17,South Monica,3
Jean Brown,12,Nicoleview,10
Debra Reyes,13,New Brady,8
Tamara Smith,14,Hessberg,4
Carrie Rodriguez,18,East Tracy,6
Tracy Foley,10,Kimtown,3
Patrick Cohen,15,Colemanchester,5
Jade Gray,10,South Jon,12
Devin Reyes,15,Moralesland,6
Erica Barnes,18,Wilsonberg,6
Dawn Brown,11,Craigborough,5
Cole Mckinney,15,New Michaelville,3
Nicholas Wall,12,Davidville,6
Donna Fuentes,10,East Nancy,11
Theodore Perez,15,Port Craig,11
Kenneth Miller,18,North Alexandrachester,11
John Rose,10,Nelsonmouth,2
James Lawrence,14,Houstontown,2
Wayne Williams,14,New Douglasside,3
Michelle Love,18,Michaelchester,11
Rebecca Lee,15,South Dianehaven,8
Benjamin Tran,17,Port Kyleberg,8
Nicole Cross,15,Port Darrell,6
Larry Martin,14,New Christopherborough,4
Paige Brown,17,West Amyshire,5
Elizabeth Brown,18,Camposside,11
Kimberly Nelson,18,Contrerasmouth,7
Timothy Frank,11,Port Shawnborough,7
Sean Thompson,14,Cynthiaton,6
Michele Mendez,10,Port Davidfort,1
Christina Davis,11,Christinaton,10
Christine Bonilla,16,New Audrey,12
Amy Brady,10,South Troyborough,3
Christopher Beck,14,Jacksonside,5
Rebecca Harper,11,Port Jenniferside,12
Mary Vargas,13,East Howardchester,2
Kayla Vasquez,12,South David,8
Micheal Hale,16,South Annette,6
Thomas Delgado,15,East Deborahchester,5
Jordan Garcia,16,Port Aliciatown,11
Bryan Turner,14,Lake Carolton,11
Stephanie Nelson,14,Williammouth,7
Raymond Moody,15,Valdezfort,2
Alicia Smith,17,West Jeremy,5
Richard Carter,13,South Marissa,7
Gerald Edwards,18,Port Victoriaburgh,9
Connor Wheeler,11,Dawnborough,12
Ashley Fleming,13,East Craigtown,5
Megan Wright,14,New Travisstad,11
Joe Davis,14,Stephenchester,11
Nicole Bird,11,Michaelchester,10
Brent Williams,11,Amyfort,12
James Odom,14,Richardshire,12
Todd Haney,10,Martinezland,1
Juan Bennett,12,North Barry,11
Lisa Flores,18,Mackenziefort,6
Jerry Baker,17,Strongview,7
Brian Clark,14,Mitchellmouth,5
Stephanie Gonzalez,13,South Robert,6
William Perkins,13,South Melissaport,12
Christine Vaughn,18,Port Ruben,1
Aaron Wagner,16,Laraview,11
Jackie Brown,17,Monroemouth,3
Ashley Green,16,Nguyenfort,10
Austin Carter,16,Ramirezbury,7
April Delgado,13,New Gary,4
Darren Briggs,12,Kellystad,6
Tony Gray,12,North Madison,6
Amber Hansen,11,Marshallview,9
Robert Espinoza,15,New Katelyn,4
Randy Shaw,14,Arroyobury,3
Jennifer Brown,18,Port Garyshire,1
Miguel Hernandez,16,Smithfurt,5
Bryan Gray,10,West Ronaldfort,12
Christopher Bates,14,Port Joshua,5
Kerry Vasquez,16,North Ann,1
Oscar Lee,12,Churchview,8
Johnny Barnes,15,Hallberg,11
Eddie Allen,18,North Stevenburgh,1
Gregory Parks,15,South James,7
Christopher Adams,15,Lake Jason,8
Amy Hopkins,10,Kevinbury,11
Darren Camacho,12,Whiteberg,11
Andrea Humphrey,11,Carlostown,5
Jeffrey Johnson,17,West Christopherhaven,10
Terry Mcknight,15,Andersonstad,1
Jason Chan,18,Lefurt,10
Adam Petty,17,North Paul,1
Krista Cannon,15,Sotoport,9
Gregory Pena,13,Johnathanstad,2
Terri Massey,13,West Bryanberg,11
Christopher Mitchell,12,Hillport,11
Dawn Miller,13,Port Jason,3
Natalie Murphy,16,Cynthiashire,9
Casey Flores,13,Alyssaberg,10
Tracy Barrera,11,North Deborah,11
Ryan Jacobs,15,South Angelicafurt,8
Randy Davila,17,Lake Lisa,3
Robert Martinez,12,North Jamiechester,7
Carrie Edwards,16,New Alexander,3
Victoria Benton,12,Matthewborough,5
Stephanie Simmons,13,Gardnershire,4
Beth Martin,15,East Mariahaven,6
Lori Fowler,17,Michelleshire,7
Courtney Cummings,11,Williamsborough,2
Kenneth Wood,10,North William,4
Richard Clark,12,Transhire,5
Trevor Thomas,16,Port Kristen,4
Jeremy Bean,11,Ashleyport,6
Benjamin Huang MD,18,Brianshire,3
Emily Carpenter,15,Williamshaven,4
Joseph Harding,10,New Samantha,8
Mrs. Autumn Harris,16,Matthewport,5
Christopher Perez,11,Jillianshire,1
Keith Wilkinson,15,Christensenmouth,2
Sergio Dickerson,18,New Donaldview,4
Keith Miller,13,Waynemouth,10
Michael Landry,10,New Tiffanyland,7
Eric Johns DVM,13,Yolandastad,12
Amber Harris,11,Destinyshire,3
Robert Harris,10,Lake Dale,3
Jonathan Jackson,14,New Amanda,9
Timothy Brown,17,Karenchester,11
Joel Holmes,15,Deborahchester,8
Daniel Davis,14,Morenoville,5
Douglas Rodriguez,18,West Sara,8
Travis Ramos,17,New Dariusburgh,12
James Moore,14,Michaelville,4
Thomas Hensley,17,Reedfurt,11
Alexandra Morris,18,Leeview,5
Harold Williamson,14,Josephhaven,12
Leonard Collier,13,South Matthew,5
Donna Smith,17,Kerrtown,2
William White,15,Youngborough,9
James Russell,14,Hayeschester,6
Sherry Miller,14,East Curtis,11
Jennifer Mcdaniel,13,Hebertton,6
Bryan Blackwell,11,Brittanyton,1
Trevor Greene,12,Perryville,3
Nancy Ramos,12,Campbellmouth,2
Nicholas Hart,14,Port Josephhaven,9
Zachary Leblanc,12,Port Staceyville,4
Glenda Haynes,13,East Christopher,10
Micheal Miller,17,New Craig,6
James Moore,12,South Samanthashire,12
Mary Castaneda,12,Franciscobury,7
Sabrina Moore,10,Williamview,7
Donna Reyes,14,Tylertown,1
Elizabeth Heath,16,Baileyborough,11
Gregory Simmons,15,Gabrielville,1
Elizabeth Diaz,15,Andreaburgh,6
Hannah Perez,11,Lake Cheyennechester,7
Rachel Snyder,10,Thomastown,10
Reginald Perry,11,Millershire,9
Shelly Hill,15,Collinshire,3
Nicole Martinez,10,Morganport,7
Kimberly Russell,16,New Andrea,4
Nathan Reyes,14,Port Amy,7
Ryan Flores,13,South Kenneth,7
Joshua Arnold,13,Garciaview,8
Roger Thomas,12,Anthonyfort,9
Rachel Bridges,18,Johnmouth,2
Mark Dunn,11,Michaelville,1
Denise Scott,10,Ryanborough,12
Jennifer David,10,Davisberg,8
Martha Olson,18,Timothymouth,9
Leah Stewart,15,Parkerport,2
Justin Murphy,14,Joshuabury,7
Harold Watkins,14,Lake Karenport,12
Victoria Porter,17,North Amberborough,6
Lynn Ford,13,South Nataliefurt,3
Morgan Wilson,10,Amyfort,11
Lisa Tran,11,Lake Christophertown,6
James Murray,11,New Sarah,11
William Smith,16,Hayestown,5
Lawrence Jones,12,Williamfort,12
Jeffrey Bradshaw,17,Kylefurt,4
Annette Wilson,11,Andersonfurt,2
Robert Miranda,15,Port Michael,6
Ashley Boyle,15,Perryton,7
Tina Lewis,11,West Sara,3
Kara Bryant,16,South Stanley,3
Christopher Reyes,14,Garnerhaven,6
Amy Barker,17,Schwartzfort,8
Laura Moore,12,Kennethburgh,11
Anthony Rojas,16,South John,3
Michelle Cruz,15,Jonesport,9
Kaitlin Burnett,17,New Charlesstad,2
Casey Shah,18,Cortezfurt,9
Lauren Bean,12,West Deniseport,4
Cody Robinson,18,Lake Laurenstad,8
Kelly Boone,13,Beckyfurt,7
William Williamson,12,New Christopher,9
Jeffrey Baird,16,Lake Andrew,11
Daisy Holmes,10,South Melissatown,9
Ralph Mckinney,14,Robertton,11
Ashley Ramirez,16,West Alexandermouth,4
John Taylor,11,Prattstad,6
Mary Evans,17,Lake Barbara,12
Caitlyn Hernandez,13,West Lindsey,10
Jennifer Smith,14,Sandrahaven,10
Andrew Michael,13,West Nicholas,11
Alan Day,14,Lake Crystal,3
Morgan Smith,12,Reedberg,8
Kim Peters,18,Lake Kathleenville,10
Cindy Stafford,13,Port Reginald,7
Kristina Jackson,14,North Kennethville,4
Crystal Smith,14,Lake Ashleyfurt,4
Kelly Wright,18,Johnsonbury,1
David Jackson,14,Lake Jessicafurt,2
Jack Thomas,10,North Johntown,8
Martin Patrick,18,Port Christopher,12
Angela Cantu,14,Joseside,3
Michael Kirby,17,Davidfort,11
Stephen Jones,12,Baileyborough,1
Yolanda Garcia,14,South Diana,9
Cameron Cox,11,Markmouth,5
Nicole Molina,16,Port Tiffanystad,9
Carrie Clark,11,Mackside,10
Jillian Davis,10,South Thomasbury,4
Crystal Mccarthy,10,South Laurie,12
Ashley Franklin,16,New Kristina,10
Christopher Ho,13,Dalemouth,7
Alexa Grant,16,Tammytown,2
Amanda Fischer,14,North Dylan,4
Andrew Moon,12,Bassburgh,11
Chad Allen,11,Martinezstad,11
Alexandra Johnson,10,Millston,6
Karen Barnes,15,East Ericfort,10
Amy Miller,18,Rachelberg,3
Paul Doyle,15,South Sean,1
Jack Mills,17,South Tanya,6
Cynthia Adams,18,Brianburgh,10
Aaron King,10,Ericview,12
Bradley Mendez,11,Cameronbury,10
Miss Barbara Nelson,18,Dawsonland,12
Marcus Rose,10,Meagantown,6
Kyle Davis,15,East Katelyn,11
Megan Torres,18,West Jasonberg,12
Steven Schmidt,17,Port Deannafort,4
Beth Watkins,17,Michaelshire,1
Adrian Mcdonald,10,New Robert,3
Shannon Kelly,11,West Erica,4
Edward Pace,14,Port Alexisview,10
Thomas White,14,West Reginaldland,12
Shannon Lindsey,15,North Tony,1
Jessica Kim,15,South Jessicaside,4
Christine Carney,11,East Mitchellstad,2
Michael Barr,18,East Stephen,11
Michael Patterson,17,Scotthaven,5
Emily Ward,13,New Johnfort,6
Ashley Thompson,14,Deborahberg,8
Rhonda Elliott,12,East William,10
Whitney Martin,17,West Walter,11
Mark Martin,12,West Eddietown,10
Michelle Brown,12,North Sandra,6
Howard Duffy,10,West Tyler,1
Virginia Johnson,16,Dylanstad,2
Barry Clark,12,Waltersborough,3
Michael Clark,16,Port Zacharyshire,5
Kristine Adams,16,Smithfort,1
Desiree Anderson,10,New Kaylaborough,10
Desiree Martinez,16,North Andres,3
Jennifer Henry,12,South Raymond,3
Carolyn Armstrong,11,Leburgh,8
Stephen Sanders,10,Angelafurt,7
Donna Jordan,14,Nataliemouth,9
Crystal Cervantes,14,Michaelville,6
Carlos Davis,10,West Trevorberg,4
William Silva,13,West Karistad,7
Calvin Marquez,13,New Courtney,6
Jacob Rubio,13,Lowefurt,11
Rebecca Garcia,11,New Nancyhaven,6
Stephanie Jones,15,West Samuelhaven,4
Antonio Esparza,11,Martinezburgh,1
Matthew Brooks,15,Julieville,7
Katherine Snyder,10,North Matthew,11
Charles Franco,14,Lake Carlosberg,6
Jared Patterson,17,West Emilychester,4
Natalie Livingston,12,West Tiffany,8
Tanya Baldwin,11,West Marymouth,1
Jennifer Sanchez,17,South Jason,12
Shawn Walton Jr.,17,Michealtown,12
Randy Sandoval,14,North Katie,5
Brian Hill,10,Tatebury,12
Melissa Doyle,14,East Barbaraside,12
Robin Hughes,13,Palmermouth,10
Daisy Cole,14,Rosetown,4
Michael Thompson,12,Woodmouth,3
Calvin Pierce,11,South Stefaniehaven,5
Shawn York,16,Port Edward,8
Jessica Bruce,11,Christiechester,4
Kenneth Cruz,12,Sharonshire,6
April Gonzalez,18,Port David,5
Cody Pratt,13,New Hollytown,3
Molly Wyatt,14,Moorefurt,1
Timothy Brown,15,Kevinstad,8
Brianna Bell,15,Buckleyland,11
Joshua Huff,13,Ryanhaven,7
Richard Bowman,10,Port Ryan,3
Colleen Huynh,15,New Keithburgh,5
Paul Patel,18,Cookside,11
Robert Carter,15,South Michaelport,4
Patrick Lewis,10,Lake Jacob,3
Robert Becker,18,Lake Robert,11
Lisa Humphrey,16,Penafort,4
Danielle Patrick,18,New Jessica,6
Donald Schultz,17,North Kellyburgh,7
Dr. William Castro Jr.,15,Lake Johnside,6
Lisa Rivera,16,Millermouth,1
Shannon Hall,15,Cunninghamland,8
Ashley Henry,15,East Deborah,6
Tammy Clark,15,Vincentfurt,12
Randy Turner,12,Collinsshire,11
Eric Davis,18,Samuelfort,10
Brittany White,18,Tatestad,7
Kayla Hardy,13,Port Donaldborough,12
Mark Lee,13,Nealstad,4
Rachel Jackson,16,Lake Russell,1
Darren Garza,10,Julieport,5
Brandi Graham,16,Garrisonstad,9
Tammy Peterson,18,South Christopherview,4
David Newman,14,Mollyland,6
Kristin Wright,13,Kathyburgh,6
Jasmine Mccarthy,12,New Anthony,1
Diane Anderson,16,New Brendaville,4
Cindy Reilly,12,Port Kristenport,5
Andrew Brady,17,Watsonborough,10
William Rogers,18,Johnathanfort,8
Emily Wood MD,13,North Amanda,3
Natalie Taylor,16,North Laurafort,12
Joseph Walters,10,Lewisville,10
Rebecca Mccoy,14,Mullinschester,3
Melissa Deleon,16,Robertmouth,7
Mark Simmons,17,Lake Kevinport,2
Tara Murray,18,Kennethshire,1
Kristen Ingram,10,Duncanside,1
Sarah Murphy,18,Muellerborough,7
Johnathan Jackson,11,Alexandraport,11
Monica Hess,16,East Kellyville,4
Wendy Mullins,12,Hollandview,5
Andrew Medina,17,Johnsonland,8
Roy Liu,15,Gonzalezfurt,1
Brittany Mason,10,Jamesport,1
Cindy Pugh,15,Lukemouth,2
Mary Baker,10,South Andrew,8
Christine Miller,15,Pottsport,7
Stacy Jackson,17,Arielchester,4
Robert Page,17,Angelicafort,6
Pamela Stevens,18,Taylorport,2
Susan Hendricks,15,South Taylor,11
Edgar Ramirez,17,New Edward,4
Anita Tucker,17,Bergborough,3
Tiffany Miller,14,West Aaronland,4
Joseph Reynolds,12,Whitneymouth,7
Roy Tate,10,New Joshua,12
Kyle White,14,Hayesmouth,9
Gregory Marks,16,Simsview,6
Mark Best,11,South Patriciamouth,1
Kaitlin Padilla,10,Byrdton,6
Richard Rubio,12,Thompsonview,3
Gregory Warren,10,Lake Sierratown,1
Stephanie Bates,12,Wendyberg,8
Stephanie Copeland,12,Youngland,4
Nicholas Thompson,18,Port Katelyn,7
Kelly Smith,16,New Leah,7
Mark Taylor,15,New Victoria,5
Dennis Lopez,11,Lake James,8
Terry Yates,17,South Leslie,8
Stuart Wood,17,North Jean,9
Erika Carpenter,14,Andrewton,7
Eric Kane,13,Francofurt,11
Cassandra Blanchard,10,Port Alan,7
Briana Marks,18,Kyleland,11
Stephanie Estrada,11,Rittermouth,6
Erin Gardner,13,Clarkburgh,12
Kenneth Thomas,17,Valdezhaven,4
Joshua Long,15,Port Brian,2
Angela Gonzales,11,Howellchester,10
Nathan Colon,11,Susanshire,3
Julie Jacobs MD,16,South Lesliehaven,2
Brittney Campbell,12,Carlsonshire,1
Jeffrey Black,14,Krystalburgh,2
David Key,18,North Justin,10
Dr. Rhonda Davis,14,Lake Jessicatown,10
Christopher Davila,11,Kennethborough,5
Maurice Harris,12,Taylortown,3
Danny Meyers,17,South Alan,5
Laura Clark MD,15,Rodriguezhaven,10
Cheryl Scott,16,Lake Staceybury,8
