Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
Anthony Strickland,11,South James,7,2,2,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Brian Giles,13,New Heather,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Troy Lane,12,Mitchellchester,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Jennifer Chang,11,South Nicholas,4,5,1,0.8,High,Покращувати ефективність
Denise Carson,15,Santiagoton,5,2,1,2.5,High,Покращувати ефективність
Jeffery Andrews,11,Lewisside,5,3,2,1.6666666666666667,High,Покращувати ефективність
Christopher Murphy,12,Lowetown,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
James Hogan,11,Hamiltonchester,6,3,1,2.0,High,Покращувати ефективність
Rachel Lewis,15,Patriciatown,3,3,1,1.0,High,Покращувати ефективність
Mrs. Michelle Gomez,12,North Tonyafort,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Maureen Jensen,12,Crosbyshire,6,2,3,3.0,High,Покращувати ефективність
Tracy Sanchez,17,Melissaview,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Destiny Bennett,12,New Christineburgh,4,4,2,1.0,High,Покращувати ефективність
Teresa Carey,10,South Adamview,4,2,3,2.0,High,Покращувати ефективність
Regina Douglas,11,Rhondaland,9,2,2,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michael Hunt,18,Jasonfort,1,2,2,0.5,High,Покращувати ефективність
David Jones,16,Kendrafort,1,2,2,0.5,High,Покращувати ефективність
Ruth Vega,16,Mullenberg,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Kaitlyn Hardy,11,New Sheila,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Luis James,11,East Michaelfurt,2,5,3,0.4,High,Покращувати ефективність
Laura Brown,18,Bellland,2,1,3,2.0,High,Покращувати ефективність
Nicole Terry,11,Whitneychester,5,1,2,5.0,Medium,Практикуй більше годин
Nicole Taylor,12,Stephanieland,1,2,2,0.5,High,Покращувати ефективність
Amanda Russell,18,Hamiltonton,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Brandon Rubio,16,Rogerbury,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Henry Wallace,13,Port Keith,4,5,3,0.8,High,Покращувати ефективність
Nicole Norris,12,Matthewberg,2,4,1,0.5,High,Покращувати ефективність
William Estrada,15,Loganland,1,3,2,0.3333333333333333,High,Покращувати ефективність
Cynthia Cherry,15,Matthewport,3,2,1,1.5,High,Покращувати ефективність
Dana Cook,18,West Charles,4,2,2,2.0,High,Покращувати ефективність
Dr. Eric Merritt,13,Webbport,11,5,3,2.2,Low,Не будь слабим. Збільшуй навчання!
Matthew Kim,18,Port Mark,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Douglas Watson,10,New Mary,4,4,3,1.0,High,Покращувати ефективність
Heidi Wright,13,North Victoriafurt,3,5,1,0.6,High,Покращувати ефективність
Rebecca Ray,18,Thompsontown,3,1,3,3.0,High,Покращувати ефективність
Kurt Martin,10,Normanton,8,3,3,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Joy Anderson,17,Lake Ryanmouth,10,3,3,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
David Gomez,14,Estesburgh,11,5,2,2.2,Low,Не будь слабим. Збільшуй навчання!
Glenn Huff,18,North Nicole,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Lisa Moore,11,West Courtney,3,4,2,0.75,High,Покращувати ефективність
Gwendolyn Barnes,11,Maldonadoport,3,5,1,0.6,High,Покращувати ефективність
John Miller,11,East John,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sean Larson,15,Crystalchester,10,3,1,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Samuel Ward,10,West Jeremy,9,3,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Ellen Lewis,13,Charlesville,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Mary Taylor,10,Lake Kaylaborough,2,1,3,2.0,High,Покращувати ефективність
Anthony Park,11,North Lance,1,2,3,0.5,High,Покращувати ефективність
Susan Larson,17,New Holly,1,3,2,0.3333333333333333,High,Покращувати ефективність
Tara Anderson,11,Fullerport,11,1,1,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Linda Duran,14,Tatetown,12,4,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Ashlee Wolfe,18,Andersonborough,1,5,3,0.2,High,Покращувати ефективність
Leah Gregory,12,South Nicoletown,5,1,2,5.0,Medium,Практикуй більше годин
Melinda Patel,13,Barryfort,8,3,3,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Thomas Cross,10,South Brian,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Micheal Fox,11,Nicolehaven,4,4,1,1.0,High,Покращувати ефективність
Alexander Trevino,17,Morseside,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Cynthia Vazquez,16,Lake Donaldville,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Margaret Mccall,17,Patrickshire,3,3,1,1.0,High,Покращувати ефективність
Latoya Salazar,14,South Jacqueline,8,2,3,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Anthony Powers,14,Ashleyton,3,4,1,0.75,High,Покращувати ефективність
Todd Fernandez,15,Esteschester,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Julia Compton,17,New Wesley,4,2,3,2.0,High,Покращувати ефективність
Stephen Barnes,18,Marktown,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Mario Frost,14,Port Michaelshire,5,4,3,1.25,High,Покращувати ефективність
Laura Stevens,11,Patrickview,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Garrett Sawyer,18,Brewerburgh,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Justin Sullivan,16,Phillipberg,10,3,1,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Matthew Smith,16,Hahnshire,6,1,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mrs. Vickie Mckinney,15,East Malik,6,5,3,1.2,Low,Не будь слабим. Збільшуй навчання!
Michael Mclean,12,Sandraborough,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Martin Weiss,12,South Alyssafort,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Stephanie Patterson,18,East Christopherbury,3,4,1,0.75,High,Покращувати ефективність
Alexis Lopez,18,Tinaberg,5,3,1,1.6666666666666667,High,Покращувати ефективність
Charles Vasquez,15,Richardport,2,2,3,1.0,High,Покращувати ефективність
Amber Dickerson,11,Lake Angelafurt,4,1,3,4.0,Medium,Практикуй більше годин
Karen Miranda,12,Rosemouth,1,1,2,1.0,High,Покращувати ефективність
Hunter Hammond,17,Lake Courtneystad,9,4,3,2.25,Low,Не будь слабим. Збільшуй навчання!
Julia Baker,11,South Ashleyhaven,12,4,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Kimberly Harris,16,East Jason,1,3,1,0.3333333333333333,High,Покращувати ефективність
Bonnie Harper,12,West Randallshire,2,2,2,1.0,High,Покращувати ефективність
Kristin Ferguson,11,Lake Patrick,5,4,2,1.25,High,Покращувати ефективність
Mike Pruitt,15,East Pamela,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michael Buckley,17,Russellmouth,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Shaun Zimmerman,12,East Robert,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kyle Moore,16,South Christopher,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Troy Henderson,12,Paulfort,1,5,2,0.2,High,Покращувати ефективність
Larry Hamilton,14,Jamestown,2,1,1,2.0,High,Покращувати ефективність
Tiffany Morris,11,Fosterland,3,2,2,1.5,High,Покращувати ефективність
Jason Ramirez,13,Robertstad,4,2,3,2.0,High,Покращувати ефективність
Joshua Thomas,10,Heathershire,4,4,2,1.0,High,Покращувати ефективність
Scott Prince,15,Leemouth,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Peter Warren,10,Lake Chrismouth,10,4,1,2.5,Low,Не будь слабим. Збільшуй навчання!
Lawrence Graham,15,Lake Cherylberg,12,1,2,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Shelby Perez,11,East Paulafort,2,2,3,1.0,High,Покращувати ефективність
Susan Cordova,12,Rodrigueztown,3,5,3,0.6,High,Покращувати ефективність
Marcus Johnson,17,East Jasonhaven,4,2,2,2.0,High,Покращувати ефективність
Jonathan Wiley,12,New Donaldton,1,1,1,1.0,High,Покращувати ефективність
Rachel Wells,18,Keithchester,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Alexander Hernandez,16,Port Christopher,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Luis Cole,12,North Donna,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Patrick Thompson,11,South Alan,5,4,2,1.25,High,Покращувати ефективність
Zachary Rivera,13,Mullenstad,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Jeffrey Vance,14,Port Douglasmouth,4,5,2,0.8,High,Покращувати ефективність
Nathan Mendez,14,Danielborough,4,2,2,2.0,High,Покращувати ефективність
Michael Ford,18,West Davidstad,11,1,2,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kevin Green,11,Danielshaven,2,4,3,0.5,High,Покращувати ефективність
Karen Guerrero,11,Phillipsburgh,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Brooke Brennan,15,East Danielland,9,1,2,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Vanessa Smith,15,Melissaside,4,3,3,1.3333333333333333,High,Покращувати ефективність
Danny Miller,11,Coxton,2,2,2,1.0,High,Покращувати ефективність
Holly King,13,Rickyborough,4,5,3,0.8,High,Покращувати ефективність
Thomas Murphy,18,Taylorport,10,4,3,2.5,Low,Не будь слабим. Збільшуй навчання!
Chelsea Phillips,17,South Patrick,1,1,2,1.0,High,Покращувати ефективність
Jeanette Martinez,14,Madisonhaven,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Tammy Reyes,11,West Angela,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tracy Lewis,11,South Anthonyfort,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Lisa Lam,10,Michaelborough,4,5,3,0.8,High,Покращувати ефективність
Mario Jacobs,16,Seanfurt,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Drew Thomas,12,Contrerashaven,6,3,1,2.0,High,Покращувати ефективність
Kimberly Small,12,Simmonsville,7,1,1,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Amy Phillips,15,New Lauriemouth,3,5,1,0.6,High,Покращувати ефективність
Monica Becker,18,Elizabethfurt,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Elizabeth Murillo,17,East Jeffrey,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Ronald Maldonado,12,Grahamland,7,2,3,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jay Foster,18,Michelleton,6,2,1,3.0,High,Покращувати ефективність
Rick Mcgrath,14,Christinafort,3,2,2,1.5,High,Покращувати ефективність
Rebecca Barrera,12,West Ashley,4,1,1,4.0,High,Покращувати ефективність
Elizabeth Summers,15,Sharonland,3,2,3,1.5,High,Покращувати ефективність
Steven Stevenson MD,14,New Christopher,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Anna Phillips,16,New Barbaraland,1,2,2,0.5,High,Покращувати ефективність
Kimberly Walls MD,14,Holdenstad,2,5,3,0.4,High,Покращувати ефективність
Taylor Adams,12,North Erica,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Madison Davies,11,Knightside,1,2,2,0.5,High,Покращувати ефективність
Gregory Castillo,18,Port Davidton,5,1,3,5.0,Medium,Практикуй більше годин
Luis Scott,17,Kylebury,10,5,2,2.0,Low,Не будь слабим. Збільшуй навчання!
David Fitzgerald,10,East Tarafurt,5,2,2,2.5,High,Покращувати ефективність
Tyler Snyder,18,Wilsonton,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Sandra Flynn,18,Jenniferside,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Alexis Castillo,16,East Carlaborough,3,2,1,1.5,High,Покращувати ефективність
David Baker,12,East Annette,3,3,2,1.0,High,Покращувати ефективність
Jessica Alexander,18,Michaelview,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Brenda Chavez,16,Port Christopherside,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Jamie Reese,12,Montgomeryport,3,1,1,3.0,High,Покращувати ефективність
Emily Case,12,Port Karen,6,5,3,1.2,Low,Не будь слабим. Збільшуй навчання!
Peter Chen,18,Hornmouth,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Jeremy Harrington,10,Mccarthyside,2,2,3,1.0,High,Покращувати ефективність
Rachel Wilkerson,15,West Kellyshire,3,4,3,0.75,High,Покращувати ефективність
Jennifer Hoffman,13,Port Nicholas,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Alex Torres,16,North Allison,1,1,1,1.0,High,Покращувати ефективність
Joy Johnson,10,South Heidi,9,5,1,1.8,Low,Не будь слабим. Збільшуй навчання!
Charles Perry,15,North Patriciaville,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Bryan Carlson,14,Alexisfort,2,1,2,2.0,High,Покращувати ефективність
Alison Gomez,18,Lake Kimberlyberg,2,5,3,0.4,High,Покращувати ефективність
Brandon Williams,10,West Clintonfort,9,3,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Alicia Williams,15,Lake Jose,10,5,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Natasha Robinson,15,Sandrastad,11,2,1,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Anita Lee,18,North Paulview,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Joshua Campos,10,Rushmouth,7,2,2,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Randall Barker,13,Jamesside,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Todd Turner,16,South Angela,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Taylor Butler,13,South Joytown,5,1,3,5.0,Medium,Практикуй більше годин
Gabrielle Bradley,12,Zacharyport,4,3,1,1.3333333333333333,High,Покращувати ефективність
Barbara Foster,12,East Nathanmouth,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Jessica Castillo,16,Port Barbara,1,4,1,0.25,High,Покращувати ефективність
Robert Hughes,13,Virginiaview,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Aaron Nelson MD,18,Moorebury,1,4,1,0.25,High,Покращувати ефективність
Lydia Green,15,North Rebeccabury,3,5,1,0.6,High,Покращувати ефективність
Ryan Holder,10,Port Craig,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Christopher Morales,17,Bryantview,6,2,2,3.0,High,Покращувати ефективність
Thomas Jackson,15,West Dakota,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kent White,11,North William,3,1,2,3.0,High,Покращувати ефективність
Brandi Brooks,16,Aaronland,3,2,2,1.5,High,Покращувати ефективність
Rebecca Long,11,Lake Scottland,6,5,3,1.2,Low,Не будь слабим. Збільшуй навчання!
Dawn Clayton,16,North Nicole,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Linda Deleon,16,Jefferyburgh,9,5,1,1.8,Low,Не будь слабим. Збільшуй навчання!
Robert Burke,13,Tylermouth,2,2,2,1.0,High,Покращувати ефективність
Casey Perry,17,Pearsonfort,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
James Jenkins,12,East William,2,3,2,0.6666666666666666,High,Покращувати ефективність
Matthew Brown,12,New Matthewmouth,12,5,3,2.4,Low,Не будь слабим. Збільшуй навчання!
William Sanchez,14,Shawberg,5,3,3,1.6666666666666667,High,Покращувати ефективність
Michael Hurley,11,Davidview,5,3,1,1.6666666666666667,High,Покращувати ефективність
Loretta Robinson,13,West Raymond,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Alison Ramirez,16,Lake Mariaton,4,4,2,1.0,High,Покращувати ефективність
William Rodriguez,12,Crystaltown,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Stacy Santiago,15,North Gregory,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Diana Rice,18,New Davidhaven,10,4,2,2.5,Low,Не будь слабим. Збільшуй навчання!
Aaron Patton,17,Byrdland,7,4,3,1.75,Low,Не будь слабим. Збільшуй навчання!
William Lester,13,Lake Tyler,7,4,3,1.75,Low,Не будь слабим. Збільшуй навчання!
Kyle Morris,13,Angelaburgh,5,4,3,1.25,High,Покращувати ефективність
Victoria Williams,13,Charlesburgh,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Richard Dennis MD,12,South Lisa,12,4,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Courtney Williams,15,West Joanfort,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Dwayne Thomas,12,Gravestown,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nina Thompson,17,West Adamhaven,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Angela Acosta,10,South Tannerside,8,1,2,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Alicia Sutton,17,Kellyport,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Catherine Vargas,14,Martinstad,9,3,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Jonathan King,13,East Isaactown,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Shawna Ray,12,Brentton,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Stephen Madden,12,Cranefurt,4,2,2,2.0,High,Покращувати ефективність
Lisa Howard,17,Harringtonfurt,4,4,3,1.0,High,Покращувати ефективність
Shelley Hunt,17,Powersfort,3,1,2,3.0,High,Покращувати ефективність
Michael Thompson,15,Port Brendaville,5,1,1,5.0,Medium,Практикуй більше годин
Todd Rosario,16,North Mark,4,3,2,1.3333333333333333,High,Покращувати ефективність
Michael Anderson,17,North Susanville,1,5,1,0.2,High,Покращувати ефективність
David Jenkins,10,Charlesville,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Vanessa Finley,18,Mcbridefort,12,5,1,2.4,Low,Не будь слабим. Збільшуй навчання!
Nathaniel Williams,11,Kaitlynchester,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Thomas Floyd,15,New Joelhaven,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Rebecca Burke,14,East Michaelton,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tracy Haas,14,Gregoryview,3,2,3,1.5,High,Покращувати ефективність
Jennifer Kerr,15,Port Randy,2,3,2,0.6666666666666666,High,Покращувати ефективність
Johnny James,11,Molinaburgh,3,3,2,1.0,High,Покращувати ефективність
William Flores,16,Lake Ricardomouth,2,4,2,0.5,High,Покращувати ефективність
Timothy Roberts,14,West Marilynmouth,2,5,1,0.4,High,Покращувати ефективність
Natalie Gallagher,17,Stanleyfort,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Nicholas James,12,Laurenshire,2,5,2,0.4,High,Покращувати ефективність
Michael King,17,Thompsontown,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Megan Zuniga,15,Lake Samueltown,11,1,1,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nicholas Walker,15,Lake Alan,8,3,1,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Mary Chan,11,Lake Roger,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Alec Banks,15,West Luis,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Bryan Norman,18,Johnsborough,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Erin Cannon,13,East Karen,1,1,3,1.0,High,Покращувати ефективність
Virginia Anderson,10,Brianshire,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michael Morris,13,West Alyssaside,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Philip Allen,11,East Brittanymouth,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Kenneth Burton,18,West Matthew,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Timothy Rogers,15,South Monica,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Sabrina Pearson,18,New Randy,5,1,1,5.0,Medium,Практикуй більше годин
Katrina Cochran,17,Carrollhaven,1,3,2,0.3333333333333333,High,Покращувати ефективність
Calvin Harris,13,Port Jose,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Ryan Garrett,10,South Jessicachester,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mrs. Jessica Jackson DVM,16,East Sarahfort,12,1,1,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Brittney King,17,Meganstad,12,5,2,2.4,Low,Не будь слабим. Збільшуй навчання!
Tiffany Hudson,12,Brianshire,11,1,2,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Monica Morrow,18,Tonyashire,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Janet Wilson,14,Karenview,5,1,3,5.0,Medium,Практикуй більше годин
Amanda Joseph,11,Michaelview,2,5,2,0.4,High,Покращувати ефективність
Denise Smith,16,Jeromeport,3,4,2,0.75,High,Покращувати ефективність
Jacob Hernandez,15,South Lisa,5,2,2,2.5,High,Покращувати ефективність
Kelly Smith,18,Alexisside,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Robert Jackson,10,Amandafurt,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Tammy Perkins,14,Williamsshire,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Megan Cruz,17,West Tommytown,5,5,1,1.0,Low,Не будь слабим. Збільшуй навчання!
Carla Scott,17,Port Katieborough,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Andrew Miller,12,East Robertport,5,5,3,1.0,Low,Не будь слабим. Збільшуй навчання!
Michael Stark,18,Robertfort,3,3,3,1.0,High,Покращувати ефективність
Jacqueline Oconnor,18,Jenniferbury,3,1,1,3.0,High,Покращувати ефективність
Phillip Fischer,11,South Angela,1,1,3,1.0,High,Покращувати ефективність
Cody Smith,16,Yateschester,6,2,2,3.0,High,Покращувати ефективність
Andrew Castillo,15,Johnshaven,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Nicole Kim,12,South Danieltown,4,4,3,1.0,High,Покращувати ефективність
Lisa Johnston,17,North Ashleyview,1,5,1,0.2,High,Покращувати ефективність
David Collins,13,East Jessicaberg,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Bryan Harrington,11,Laraport,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Samuel Keller,14,New Lisastad,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
David Moore,18,South Rebekahside,5,4,2,1.25,High,Покращувати ефективність
Bailey Murray,18,East Cesarview,10,3,3,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Anthony Gallagher,16,Taylorchester,4,4,1,1.0,High,Покращувати ефективність
David Garcia,12,Harperburgh,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Joseph Hensley,13,West Danielmouth,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Brittany Pena,13,Downsbury,3,3,2,1.0,High,Покращувати ефективність
Jeffrey Fowler,11,East Brianmouth,4,4,3,1.0,High,Покращувати ефективність
Jean Parsons,13,Bryantburgh,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Kristi Reese,18,Ryanberg,4,2,1,2.0,High,Покращувати ефективність
Joseph Castillo,11,South Breannaport,11,1,2,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nicole Ramirez,18,Rodriguezview,5,5,3,1.0,Low,Не будь слабим. Збільшуй навчання!
Robin Ferguson,17,Camachofurt,8,1,1,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Crystal Knapp,13,New Charles,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
April Hanson,13,Garciamouth,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sharon Sandoval,18,Freemanmouth,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Robert Williams,14,North Edwardfort,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Christian Vaughn,14,Danielville,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Patrick Graves,15,Markfurt,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Lisa Hines,14,West Joycemouth,10,5,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Kimberly Johnson,12,Mirandaland,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Martin Cohen,18,Kimberlymouth,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Adrian Mccormick,18,East Joanneborough,3,3,2,1.0,High,Покращувати ефективність
Charles Davis,12,Phillipberg,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Karen James,16,Ericville,5,5,2,1.0,Low,Не будь слабим. Збільшуй навчання!
Tyler Harrison,15,Combstown,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
William Williams,17,East Walter,12,5,1,2.4,Low,Не будь слабим. Збільшуй навчання!
Melissa Evans,13,North Jose,11,5,1,2.2,Low,Не будь слабим. Збільшуй навчання!
Tara Hall,16,New Cynthiabury,12,3,1,4.0,Low,Не будь слабим. Збільшуй навчання!
Derek Montes,17,Nicholsburgh,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Collin Cobb,10,Millerburgh,6,2,3,3.0,High,Покращувати ефективність
Sydney Parker,12,Lake Robertshire,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Rebecca Haley,15,Port Stefanie,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Tammy Estes,16,Tammyfurt,5,1,3,5.0,Medium,Практикуй більше годин
Melanie Nunez,11,Roseview,1,3,1,0.3333333333333333,High,Покращувати ефективність
Jimmy Crane,11,Port Rodney,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Robert Gonzalez,14,East Stephanie,3,2,2,1.5,High,Покращувати ефективність
Gregory Andrews,14,Christianstad,9,3,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Thomas Carter,10,East Alex,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
David Beck,11,Tateberg,8,2,2,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
David Wilson,13,Davisstad,10,2,1,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Deborah Gordon,18,Chelseafurt,5,2,2,2.5,High,Покращувати ефективність
Benjamin Perry,13,North Nicole,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
