Name,Age,City,Score,Hours_Study,Projects,Efficiency
Dylan Hopkins,15,Davidberg,10,3,1,3.3333333333333335
David Cochran,17,New Jessicamouth,4,4,3,1.0
Steven Johnson,12,Port Veronica,2,2,3,1.0
Timothy Warren,17,Williammouth,8,1,2,8.0
Heather Fox,13,New Antonioshire,4,2,3,2.0
Aaron Dunn,17,Harrisview,4,5,3,0.8
Carlos Marshall,11,Nunezmouth,2,3,3,0.6666666666666666
Crystal Wong,17,North Seanville,8,5,1,1.6
Rebekah Bradley,18,Vasquezville,4,2,2,2.0
Jeffrey Burton,16,West Kelly,3,3,2,1.0
Gregory Walsh,14,Nathanielfort,6,5,2,1.2
James Hoffman,18,Davidberg,3,3,3,1.0
Susan Perez,13,Lake Sarah,2,5,3,0.4
Maria Baker,13,Anthonychester,10,2,3,5.0
Robert Thompson,16,Paulstad,2,1,1,2.0
Emily Ferguson,12,East Bruce,11,3,2,3.6666666666666665
Sarah Edwards,13,Aguilarberg,2,2,3,1.0
Michael Fletcher,10,Marthatown,8,4,3,2.0
Ronald Russo,17,Thomaston,9,4,3,2.25
Thomas Baird,15,Lake Luisview,12,4,3,3.0
William Weber,10,West William,8,5,2,1.6
Connor Reynolds DVM,18,Pennyburgh,10,2,1,5.0
Glenn Ayala,12,East Heidi,3,1,1,3.0
Maxwell Black,14,Lake Amyshire,12,5,2,2.4
Jared Hill,17,East Melissaville,6,1,1,6.0
Cassandra Dalton,15,Lake Brian,10,4,2,2.5
Marc Harper,18,Port Gregory,8,3,1,2.6666666666666665
Danielle Hill,13,New Courtneymouth,9,1,3,9.0
Micheal Walker,14,Smithchester,6,1,2,6.0
Stephanie Villanueva,12,Port Gabriellahaven,2,5,2,0.4
Colleen Stokes,13,Port Rachelstad,10,3,2,3.3333333333333335
Samantha Whitaker,10,Amandafurt,4,5,3,0.8
Michael Mccoy,12,Snyderside,9,4,2,2.25
Andrea Reed,14,Lake Jason,10,5,3,2.0
Keith Alexander,16,Ronaldport,9,4,1,2.25
Richard Williams,18,Malloryhaven,4,4,1,1.0
Bradley Olson,11,East Richard,3,4,3,0.75
Brianna Lewis,17,Annmouth,8,2,1,4.0
Daniel Robinson,13,East Brent,7,5,1,1.4
Kimberly Williams,15,New Samanthachester,9,1,2,9.0
Sara Day,10,New Carl,9,2,1,4.5
Matthew Williams,12,Julieberg,3,1,2,3.0
Emma Salazar,17,Lake Melissaberg,7,5,1,1.4
Robert Smith,14,Johnport,11,5,1,2.2
Cathy Hart,13,Mcdonaldland,4,2,1,2.0
Omar Knight,12,Clarkhaven,12,5,3,2.4
Tami Smith,16,Port Thomasview,9,3,1,3.0
Brian Campbell,15,East Audreyport,4,4,3,1.0
Mary Lee,13,Sydneychester,4,5,3,0.8
Charles York,10,Taylorview,6,1,2,6.0
Bethany Savage,14,Calebhaven,3,1,1,3.0
James Young,11,Lake Samantha,9,4,2,2.25
Victoria Sloan,12,West Jenniferfurt,7,3,1,2.3333333333333335
Holly Edwards,14,South Jaredmouth,6,1,3,6.0
Mitchell Knight,10,Marissashire,9,1,1,9.0
Thomas Bryant,16,Riveramouth,9,4,2,2.25
Gregory Rodriguez,18,Evanshaven,5,4,3,1.25
Douglas Cannon,14,Danielfort,3,3,3,1.0
Annette Torres,18,Jessicaburgh,6,2,3,3.0
Kim Osborne,13,Larsonton,3,5,2,0.6
Alicia Williams,18,Angelamouth,11,3,1,3.6666666666666665
Jennifer Scott,17,Albertfort,8,1,2,8.0
Jessica Berg,13,North Katie,11,4,1,2.75
Mitchell Ramirez,12,Stevenchester,2,1,2,2.0
Jennifer Salazar,13,Haleside,3,1,3,3.0
Diana Parker,15,New Lauren,5,1,2,5.0
Spencer Davenport,16,Port Jennifer,10,4,2,2.5
Michael Dickson,10,Davisville,10,2,3,5.0
Ellen Gillespie,10,Tracyfort,10,1,2,10.0
Jennifer Lee,18,Rossview,11,2,2,5.5
Michael Mitchell,11,Mirandabury,3,1,3,3.0
Julia Stevens,10,Lake Patriciamouth,3,4,3,0.75
Chris Holloway,16,West Robert,7,5,3,1.4
John Johnson,17,Lake Carolineberg,2,2,2,1.0
Joseph Wright,10,Suttonfurt,11,2,2,5.5
Tristan Galvan,14,Susanberg,6,2,2,3.0
Lisa Taylor,10,Christineberg,12,4,3,3.0
Justin Humphrey,12,Larryton,4,1,2,4.0
Donna Marquez,11,Wernerview,5,3,3,1.6666666666666667
Jennifer Choi,17,Moorefort,4,4,1,1.0
Vincent Morris,16,Lewischester,1,5,1,0.2
Ivan Braun,14,Higginsport,5,3,3,1.6666666666666667
James Peters,15,West James,1,5,2,0.2
Marcus Fitzpatrick,13,East Tanner,5,2,1,2.5
Leslie Johnson,17,Port Aaronville,2,4,2,0.5
Eric Gonzalez,14,South Ann,2,5,1,0.4
Jasmine Cook,15,Teresaton,4,3,3,1.3333333333333333
Roberto Martinez,13,Frazierborough,9,4,1,2.25
Michael Patrick,12,Karenside,11,3,2,3.6666666666666665
Catherine Zhang,11,North Kelly,10,2,2,5.0
Nancy Fields,12,Wrightfurt,9,3,3,3.0
Anita Gibson,18,South Nicole,1,1,1,1.0
Bradley Pruitt,14,Robertsborough,11,1,3,11.0
Julia Frederick,13,East Rhonda,1,3,1,0.3333333333333333
Karen Robinson,13,Lake David,5,5,3,1.0
Susan Romero,17,Port Lancefurt,4,2,2,2.0
Karen Schneider,12,Wallertown,4,4,2,1.0
Yvonne Foster,14,Lake Christopher,7,3,2,2.3333333333333335
Mark Rivera,15,Lauraview,6,2,1,3.0
Julie Gonzalez,15,East Michael,10,2,3,5.0
Ricky Harrison,17,Lake Karen,6,3,3,2.0
Gregory Wise,17,Davistown,9,5,1,1.8
John Davis,16,West Aaronhaven,11,3,3,3.6666666666666665
Karen Luna,10,Burgesston,7,2,1,3.5
Loretta Wagner,16,Robinsonmouth,5,1,2,5.0
Jaime Newton,18,West Lisa,5,3,2,1.6666666666666667
Gary Lopez,14,North Calvin,11,3,2,3.6666666666666665
Pam Sanders,17,Debraberg,4,3,3,1.3333333333333333
Robert Cantu,13,Nancyhaven,4,1,1,4.0
Frank Stout,11,Port Jayshire,4,4,2,1.0
Miranda Hodges,12,Port Tyler,10,4,1,2.5
Jordan Gallagher,11,South Austinland,2,1,3,2.0
Tracy Orr,18,North Mackenzie,2,4,3,0.5
Jared Avila,15,East Melanieview,1,1,2,1.0
Joshua Davis,14,North Jimmy,11,1,1,11.0
Kevin Gallagher,17,Harrisshire,6,1,2,6.0
Anne Montoya,15,North Mary,7,1,1,7.0
Lisa Castro,10,South Roger,4,5,3,0.8
Diana Brooks,18,Warrenmouth,7,5,1,1.4
Alexis Johns,12,South Michelleport,7,2,3,3.5
Courtney Mckinney,11,East Angelaburgh,3,1,1,3.0
Amanda Smith MD,14,Carterfort,9,2,3,4.5
Jordan Freeman,13,Shaneborough,12,3,1,4.0
Sheila Baker,16,West Michaelborough,3,4,1,0.75
Lindsay Adkins,13,Port Ianchester,12,3,3,4.0
Jamie Rose,16,South Crystalbury,7,3,1,2.3333333333333335
Michael Lowery,18,North Matthew,8,1,2,8.0
Ronald Becker,10,Port Heather,8,4,2,2.0
John Flynn,10,Dixonfurt,9,2,2,4.5
Stephen Bennett,12,East Connor,10,4,1,2.5
Adam Baker,16,New Gina,4,3,2,1.3333333333333333
Kimberly Palmer,16,Markmouth,2,2,1,1.0
William Lee III,16,Thomasfort,9,3,1,3.0
Nicole Bruce,15,Port Nathan,5,1,1,5.0
Jerry Smith,12,Bowerschester,8,4,3,2.0
April Taylor,16,Susanburgh,5,4,3,1.25
Robert Stephens,14,Susanside,7,1,1,7.0
Caitlin Wright,18,New Antonioside,12,5,1,2.4
Jason Carrillo,11,Port Logan,1,4,3,0.25
George Hicks,11,East Lawrence,3,4,1,0.75
Denise Morton,16,Nguyenborough,2,5,2,0.4
Colleen Mitchell,11,Johnsonfurt,5,1,2,5.0
Nicholas Franco,12,Lake Kathy,11,4,3,2.75
David Lynch,11,Scottmouth,11,2,1,5.5
Christine Nguyen,14,Port Benjaminton,5,4,3,1.25
Kaitlyn Roberts,15,Monicamouth,1,4,3,0.25
Jacob Lang,16,North Katrina,4,3,2,1.3333333333333333
Kimberly Conner,15,South William,3,3,1,1.0
Jay Duncan,18,Port Patriciachester,2,4,2,0.5
Kimberly Young,11,West Annachester,10,4,1,2.5
Stephen Moore,16,East Douglas,7,5,2,1.4
Destiny Leonard,12,Aprilland,4,3,1,1.3333333333333333
Joseph Hess,11,Amandafort,2,2,2,1.0
Steven Vance,15,South Susanshire,7,3,1,2.3333333333333335
Miranda Delgado,18,Grahammouth,10,1,2,10.0
Tina Ruiz,13,Kingshire,2,2,2,1.0
Brandi Barry,10,Stephensstad,8,3,2,2.6666666666666665
Patty Hinton,18,Port Dalton,12,1,3,12.0
Nathan Collins,11,Melissaborough,10,1,2,10.0
Katherine Benjamin,13,Port Stephanieport,8,3,1,2.6666666666666665
Peter Sanchez,16,West Lukechester,9,3,1,3.0
Victor White,11,Anneburgh,2,2,3,1.0
Dennis Hall,13,Lake Colinland,11,3,2,3.6666666666666665
Brian Perry MD,17,Donnaborough,9,1,2,9.0
James Hall,14,Port Joseph,11,5,1,2.2
Scott Wells,15,Johnsonborough,5,5,2,1.0
Shannon Quinn,18,South Bradstad,2,3,3,0.6666666666666666
Melanie Lee,10,Duncantown,5,1,2,5.0
Kevin Willis,11,North Patriciahaven,4,3,3,1.3333333333333333
Elizabeth Dunn,16,Stevenville,6,2,2,3.0
Amber Perez,17,New Sydney,10,4,2,2.5
Jacqueline Porter,18,Mcneilbury,10,4,1,2.5
Andrew Bishop,11,Georgetown,7,4,1,1.75
Heather Jackson,13,Lake Jennifermouth,5,5,3,1.0
Kimberly Vazquez,13,New Matthewport,7,2,1,3.5
Christopher Reid,11,Jonathanfort,4,5,3,0.8
John Silva,15,Butlerstad,4,1,1,4.0
Samantha Erickson,14,Port Staceyfurt,2,3,3,0.6666666666666666
Corey Jordan,13,Josephville,9,3,3,3.0
Mandy Mcdaniel,15,Port Brian,5,5,3,1.0
Mr. William Martin,14,Lake Michellechester,9,1,1,9.0
Michelle Rios,13,Jonesburgh,4,5,2,0.8
Roger George,18,Alexandraville,10,3,2,3.3333333333333335
Samantha Mitchell,18,Bensonbury,8,1,3,8.0
Ricardo David,15,New Christopher,3,4,1,0.75
Donald Wells,18,Dudleyland,7,2,3,3.5
Christopher Moyer,17,Wattshaven,1,1,2,1.0
Matthew Moore,11,North Donnastad,2,5,1,0.4
Timothy Mitchell,14,Dennisberg,4,4,3,1.0
Jason Miranda,10,Susanville,3,5,1,0.6
Edward Ross,11,Hunterport,11,1,2,11.0
Daniel Stewart,17,Fullerhaven,10,3,3,3.3333333333333335
Deanna Leblanc,17,Sherryport,2,3,3,0.6666666666666666
Michael Curry,12,Dyermouth,3,4,2,0.75
Emily Oneill,13,Sherylside,6,2,2,3.0
Robert Acosta,10,South Lauraland,2,3,1,0.6666666666666666
Catherine Anderson,15,Jonesmouth,5,2,2,2.5
Mary Thornton,12,Lake Alexisport,11,2,3,5.5
Leslie Maynard,13,West Guy,12,3,1,4.0
Frank Cohen,18,South Sarah,5,4,3,1.25
Rachel Durham,10,Reginaburgh,3,2,2,1.5
Shelly Webster,11,Jorgeville,12,3,3,4.0
Alexis Yates,13,Nicholasside,7,3,2,2.3333333333333335
James Vasquez,15,Lake Deniseland,11,3,1,3.6666666666666665
Jennifer Cherry,14,Robertton,4,5,3,0.8
Christopher Sharp,16,Port Wayne,1,3,2,0.3333333333333333
Stephanie Murphy,11,Annaborough,4,2,1,2.0
Katherine Payne,18,East Glenn,8,1,1,8.0
Caitlyn Adkins,11,Anthonyton,6,3,3,2.0
Samantha Diaz,10,Davidton,10,2,3,5.0
Jessica Woods,14,East Elizabeth,2,2,2,1.0
Ricardo Chandler,15,Katiefurt,12,4,1,3.0
Michael Vega,14,Miafort,6,1,2,6.0
Bethany Banks,14,Deniseborough,1,4,1,0.25
Kristin Mccoy,16,Williamsstad,7,1,2,7.0
Bonnie Underwood,13,Moralesstad,2,2,2,1.0
Denise Lewis,13,Port Bruce,10,4,2,2.5
Cindy Allen,11,Jensenbury,4,3,2,1.3333333333333333
Derek Mendoza,18,East Dannymouth,3,2,3,1.5
Kevin Hull,12,Port Samuel,6,4,3,1.5
Jennifer Marquez,17,Lake Jonathan,1,1,2,1.0
Jessica Rodriguez,18,Port Sean,12,5,1,2.4
Rhonda Stewart,10,New Thomas,7,1,3,7.0
Tyler David,13,Bakerborough,9,1,1,9.0
Brenda Estes,10,Loristad,1,5,2,0.2
Jacqueline Walton,13,Everettburgh,10,3,2,3.3333333333333335
Sarah Weaver,10,Lake Kimberly,9,1,1,9.0
Jamie George,15,West Kristen,9,5,2,1.8
Dustin Guerra,17,Lake Shaunport,9,2,1,4.5
Nathan Wolf,18,Jonathonmouth,6,2,3,3.0
Katherine Hines,10,Daniellefurt,9,2,1,4.5
John Jackson,10,Katherinechester,11,4,1,2.75
Mark Walker,11,Sandramouth,3,2,1,1.5
Susan Mckinney,17,Lake Jesseville,4,2,2,2.0
Alan Hudson,18,East Anthonystad,12,1,3,12.0
Benjamin Golden,14,Port Reginastad,7,4,3,1.75
Scott Vargas,12,Tonyborough,1,5,2,0.2
Kristina Andrews,13,Marthafort,6,1,2,6.0
Bryan Adams,14,Davisview,6,1,2,6.0
Jennifer Peterson,13,South Andreatown,9,1,2,9.0
Michelle Robinson,11,Anthonychester,6,1,3,6.0
Kevin Johnson,10,North Lisa,12,5,1,2.4
James Oliver,14,Port Sophia,6,3,2,2.0
Jose Valdez,14,West Joseph,10,3,1,3.3333333333333335
Ryan Anderson,13,North Melaniestad,4,4,3,1.0
Christine Middleton,18,Vasquezburgh,3,5,2,0.6
Kevin Williamson,14,New Chaseside,9,1,3,9.0
Michael Fisher,13,Joanfurt,9,3,3,3.0
Charlene Scott,17,South Joshua,5,3,1,1.6666666666666667
Kevin Mccormick,12,Port Kristy,3,2,3,1.5
Mike Perez,13,North Madelinefort,12,1,1,12.0
Melissa Smith,15,Port Dylan,3,1,1,3.0
Sarah Henry,10,Danielchester,7,3,2,2.3333333333333335
Lisa Moore,11,West Rebeccaborough,7,4,3,1.75
Erica White,11,Lindseyberg,2,3,1,0.6666666666666666
Shirley Wheeler,12,Lake Timothy,4,3,2,1.3333333333333333
John Hill,10,Mccormickburgh,12,5,2,2.4
Arthur Jones,15,North Johnathan,5,3,2,1.6666666666666667
Xavier Snyder,12,Jenniferport,11,1,3,11.0
Douglas Powell,16,South Richardmouth,5,4,1,1.25
Joshua Anderson,10,Markfurt,11,3,3,3.6666666666666665
Victor Sanders,10,New Christopherport,10,1,1,10.0
Miguel Serrano,16,Lake Clinton,4,2,1,2.0
Kenneth Garcia,11,Port Stephentown,7,2,2,3.5
Kimberly White,15,South Briannaside,9,3,1,3.0
Cathy Jimenez,15,North Joseph,6,1,3,6.0
Dana Jones,15,West Terryton,6,3,1,2.0
Zachary Simmons,12,Melissaview,4,4,2,1.0
John Dickerson,18,Bowersburgh,5,5,3,1.0
Karla Spears,15,Patriciaburgh,9,5,3,1.8
Justin Castaneda,17,Whiteberg,7,2,1,3.5
Michael Kirby,18,Morsebury,5,3,2,1.6666666666666667
Danny Escobar,17,Ashleychester,2,3,3,0.6666666666666666
Melanie Johnson,15,Sheltontown,10,5,1,2.0
Ann Rodriguez,10,West Mandy,1,3,3,0.3333333333333333
Jared Sellers,18,New Brianstad,5,2,2,2.5
Anthony Newman,15,Bowerstown,2,1,3,2.0
Linda Stone,16,New Monica,8,2,1,4.0
Justin Nguyen,13,Harrisburgh,2,1,3,2.0
Janet Hanson,18,South Roberthaven,8,3,1,2.6666666666666665
Jesus Hogan,15,West Carl,8,3,2,2.6666666666666665
Laura Clayton,18,New Madisonmouth,8,2,3,4.0
Lisa Ryan,12,Lake Anneside,9,1,3,9.0
Stacy Garcia,16,New Julie,2,4,3,0.5
Karen Mullins,17,South Christianmouth,3,4,2,0.75
Amy Watson,17,Lake Reginaldmouth,11,2,2,5.5
Daniel Anthony,13,West Sherry,12,5,2,2.4
Richard Thomas,10,Hollandtown,10,1,2,10.0
Glenn Castaneda,11,Gregoryside,4,4,2,1.0
James Rogers,17,Port Natalietown,3,3,1,1.0
Philip Johnston,12,Janetport,12,4,3,3.0
Scott Lozano,13,East Jean,8,3,1,2.6666666666666665
Darius Ryan,16,Port Justin,10,1,3,10.0
Julie Lawson,10,West Alexandratown,10,4,3,2.5
Andrea Jones,18,East Kelli,3,1,2,3.0
Barbara Henderson,12,North Kelliemouth,12,3,2,4.0
Jean Steele,11,West Joannatown,7,3,3,2.3333333333333335
Kevin Gay MD,13,Hinesborough,10,4,1,2.5
Richard Bruce,18,Sanchezborough,3,5,1,0.6
Kaitlyn Wilson,14,Port Jessica,5,5,3,1.0
Holly Howard,16,Lake Sabrina,10,3,1,3.3333333333333335
Tracie Nunez,11,North Karen,2,2,3,1.0
James Fry,10,East Julia,2,4,1,0.5
Paul Washington,10,North Adrianachester,12,5,3,2.4
Nicholas Ortega,15,Wrightton,5,1,3,5.0
Julie Bradshaw,16,Kathleenberg,10,1,3,10.0
Susan Chandler,14,West Ryanport,1,3,1,0.3333333333333333
Michael Robinson,11,South Michael,2,5,3,0.4
Elizabeth Dominguez,18,Jimenezport,7,3,3,2.3333333333333335
Jason Gutierrez,13,South Karen,10,4,2,2.5
Dana Brooks,13,Bobbystad,3,1,1,3.0
Ricardo Jackson,15,West Lauraton,4,4,3,1.0
Paula Douglas,13,Martinezstad,10,5,1,2.0
Rachel Wilson,16,Owensland,3,2,3,1.5
Stephanie Bullock,10,Rogerstown,4,3,2,1.3333333333333333
Stephanie Williams,15,Michaelbury,3,3,3,1.0
Cynthia Vasquez,13,Lake Michael,7,3,3,2.3333333333333335
Anthony Kane,11,Joseberg,11,2,1,5.5
Elizabeth Miller,18,North Ana,12,2,2,6.0
Sandra Henry,12,West Michellemouth,7,1,1,7.0
Rebecca Small,12,Monicafort,8,1,3,8.0
Raymond Clark,15,East William,11,4,1,2.75
Troy Russell,10,Philipbury,5,2,3,2.5
Gregory Reid,12,Lindseyburgh,8,5,1,1.6
Vanessa Lee,17,Ryanburgh,10,4,3,2.5
Brianna Barton,11,New Russell,2,2,3,1.0
Carrie Gibbs,17,Christopherland,3,1,2,3.0
Andrew Terry,14,South Dawn,4,4,3,1.0
Victoria Fowler,15,Robertberg,1,4,3,0.25
Traci Davidson,15,East Angelaview,3,3,2,1.0
Robert Perez,15,Alvaradoshire,5,5,2,1.0
Melissa Griffith,11,South Matthew,10,2,3,5.0
Rose Velasquez,16,Kellyberg,10,1,3,10.0
Mrs. Sandra Perez,17,Monroebury,2,5,2,0.4
James Figueroa,13,New Jacquelineburgh,2,5,1,0.4
Holly Nelson,15,Roberthaven,6,5,1,1.2
Patricia Torres,16,Petersport,4,3,3,1.3333333333333333
Bryce Wilson MD,10,Lambertmouth,6,5,1,1.2
Jenna Williams,10,Port Mitchell,3,2,2,1.5
Jay Turner II,10,Hopkinsburgh,7,5,2,1.4
Lauren Mendoza MD,16,Savannahshire,7,4,3,1.75
Thomas Carroll,18,South Nicholasborough,5,1,2,5.0
Christopher Davis,12,Port Wanda,1,2,3,0.5
Janice Gross,12,Lake Regina,6,3,2,2.0
Jenna Garcia,17,Maureenborough,9,1,2,9.0
Mathew Allen,15,North Amandamouth,6,1,3,6.0
Tracy Middleton,11,Erinfurt,1,2,3,0.5
Cynthia Martinez,15,New Tracy,8,4,3,2.0
Laura Lewis,11,Melanieton,1,1,1,1.0
David Freeman,17,Alexhaven,1,3,3,0.3333333333333333
Jonathan Griffin,17,Penaburgh,3,1,1,3.0
Justin Davenport,12,South Melinda,5,2,2,2.5
Mary Barnes,13,Tinamouth,7,1,2,7.0
Jimmy Munoz,18,East Courtneyfort,11,4,2,2.75
Annette Bailey,14,East Robin,2,3,2,0.6666666666666666
Amanda Bryan,12,Simpsontown,6,4,2,1.5
Christina Garza,14,North Joann,11,4,3,2.75
James Sellers,10,East Michael,4,5,3,0.8
Patricia Nelson,11,Chelseamouth,10,5,2,2.0
Barbara Dorsey,16,East Micheal,1,3,1,0.3333333333333333
Allison Ramos,13,Garciaview,9,4,3,2.25
Daniel Hughes,15,Pamelaview,4,4,2,1.0
Mark Lewis,16,Cesarchester,12,4,1,3.0
Tracy Madden,10,West Davidburgh,3,4,2,0.75
Elizabeth Wells,10,Lake Annaton,7,4,1,1.75
Melanie Austin,16,Robertshire,10,1,2,10.0
Alicia Morales,14,Michellemouth,1,1,2,1.0
Andrew Collins,11,Port Danielborough,8,4,1,2.0
Joseph George,18,Sullivanshire,2,4,3,0.5
Bethany Smith,15,Lake Jonathan,12,3,3,4.0
Daniel Davis,10,West Stacy,3,5,2,0.6
David Cuevas,17,South Ashleyberg,11,2,2,5.5
Brian Jones,16,East Joe,2,3,1,0.6666666666666666
Monica Leonard,11,Hannahside,6,4,2,1.5
Travis Brennan,18,South Michaelport,10,2,3,5.0
Joshua Roberts,10,Jesseburgh,12,2,1,6.0
Shawn Thompson,17,East Katherine,5,3,1,1.6666666666666667
Latoya Walton,17,North Tylerhaven,7,4,3,1.75
Katherine Briggs,18,Christineside,11,4,1,2.75
Juan Peters,16,Port Larry,10,2,1,5.0
Brittany Baker,12,Amyhaven,8,5,3,1.6
Jacob Alvarez,17,Port Amanda,3,5,3,0.6
Sherry Hayes,16,Lake Christie,7,2,1,3.5
Ashley Alexander,10,Piercemouth,5,4,3,1.25
Edward Wilson,11,East Kristinafurt,11,5,3,2.2
Angela Leon,10,Harrisport,9,2,1,4.5
Edward Johnson,13,West Jessemouth,11,4,1,2.75
Erica Escobar,18,East Wesleymouth,7,3,3,2.3333333333333335
Jessica Mcmahon,11,East Jenny,12,1,2,12.0
Leslie Wilson,13,Seanton,11,5,1,2.2
Eric Sanchez,16,Melissaview,8,5,1,1.6
Colleen Smith,17,Bryanborough,11,3,1,3.6666666666666665
Christian Graham,14,West Lindaside,8,2,2,4.0
Stephen Ward,18,South Joshua,1,3,2,0.3333333333333333
Adrian Vang,12,East Meredithhaven,10,4,2,2.5
Corey Baker,12,East Kathy,10,2,3,5.0
Stephanie Brooks,17,Lucasbury,11,3,1,3.6666666666666665
Edward Davis,11,Paulchester,7,5,1,1.4
Jennifer Davis,15,Wendyview,11,2,2,5.5
Carl Rhodes,10,Port Alexandra,6,5,1,1.2
Penny Foster,11,New Ryan,4,4,1,1.0
Rachael Duarte,17,Wilsonstad,1,4,3,0.25
Gina Miller,10,Jamesburgh,8,1,1,8.0
Melissa Stewart,17,Mcgeehaven,9,2,3,4.5
Heather Nichols,17,Jillianbury,2,2,1,1.0
Charles Turner,13,Zhanghaven,9,5,1,1.8
Vanessa Ryan,17,Jaredfurt,11,5,2,2.2
Melanie Ferrell,18,East Kellyland,9,4,3,2.25
Gregory Becker,14,Ritterside,1,1,1,1.0
Susan Jones,12,Hannahville,2,4,1,0.5
Jeffery Smith,12,North Melaniechester,9,4,2,2.25
Thomas Hudson,14,Garrettshire,10,2,2,5.0
Theodore Taylor,11,New Sydneyhaven,10,5,3,2.0
Jeremy Ho,12,Russellmouth,5,3,3,1.6666666666666667
Jessica Richardson,15,New Elizabethmouth,8,3,2,2.6666666666666665
Peter White,18,Port Rebecca,10,1,3,10.0
Brett Green,18,Port Kaitlin,11,5,2,2.2
Diana Jones,14,Frankville,8,2,2,4.0
Garrett Wang Jr.,10,North Marioside,9,5,3,1.8
Barbara Smith,13,Port Cheryl,10,1,2,10.0
Alex Perez,10,Edwardberg,1,4,1,0.25
Brian Le,13,Davidstad,1,2,1,0.5
David Parker,12,Fischerberg,12,3,1,4.0
Scott Campos,17,Evansstad,7,2,2,3.5
Julia Jones,13,Keithmouth,10,2,3,5.0
David Johnson,18,Evansside,2,4,1,0.5
Donna Clayton,18,Kimland,4,5,3,0.8
William Morris,11,Henrymouth,5,1,3,5.0
David Barber,13,North Tanner,12,1,3,12.0
Hunter Castro PhD,16,North Richardmouth,8,1,2,8.0
Darrell Bowen,13,Troyborough,2,2,3,1.0
Carolyn Montgomery DDS,14,Lake Steven,1,1,3,1.0
Juan Holloway DDS,13,East Courtney,10,1,2,10.0
Joshua Miles,10,Kristimouth,9,5,3,1.8
Joseph Miller,14,South Lindsey,1,5,1,0.2
Brittany Phelps,16,Port Markton,1,3,2,0.3333333333333333
Jay Tucker,10,Richardsonview,4,2,3,2.0
David Ray,10,Michelleport,9,5,2,1.8
Christy Palmer,10,Nathanmouth,1,3,1,0.3333333333333333
Andrea Turner,12,Tannerville,12,3,3,4.0
Kristy Owens,17,Danielside,7,3,2,2.3333333333333335
Andrew Richmond,11,Riverafort,6,4,2,1.5
Jessica Peters,14,Michaelville,11,1,2,11.0
Brandy Kaufman,14,Smithmouth,9,5,2,1.8
John Villegas,11,Marieport,1,2,2,0.5
Patrick Barrett,15,New Davidton,2,2,2,1.0
Mrs. Stacy Miller,12,East Jennifer,4,2,3,2.0
Ashley Johnson,14,New Jennifermouth,2,1,2,2.0
Kristina Strong,13,Port Anthonyview,8,5,1,1.6
Brandon Brewer,12,New Jessica,3,1,3,3.0
Taylor Robinson,16,Davisview,10,1,3,10.0
Michael Bennett,11,South Christina,11,3,1,3.6666666666666665
Joseph Austin,14,Port Willie,12,3,2,4.0
David George,14,Coletown,9,2,2,4.5
Paul Pope,14,Spencerport,6,2,3,3.0
Sierra Yang,12,Andrewborough,1,3,3,0.3333333333333333
Kevin Bennett,14,Joshuashire,8,5,1,1.6
Diana Taylor,15,North Monica,5,5,3,1.0
Travis Duffy,11,Kennedyborough,3,3,3,1.0
Stephen Armstrong,11,Tammystad,2,4,2,0.5
Dr. Grant Whitaker III,15,New Sandrastad,4,2,2,2.0
Brian Johnson,14,Costaton,7,4,1,1.75
Daniel Kelley,12,West Richard,9,2,2,4.5
Timothy Mcdaniel,16,Arthurshire,7,3,3,2.3333333333333335
Robyn Poole,13,Port Carmenchester,10,4,3,2.5
Ashlee Harper,13,West Sonia,5,5,3,1.0
Melinda Brown,16,Port Travis,4,3,1,1.3333333333333333
Thomas Thomas,11,Lake Pamelafurt,5,3,1,1.6666666666666667
Melissa Mcgee,12,Lake Marytown,6,3,2,2.0
Luke Willis,13,Amandaborough,11,1,3,11.0
James Roberts,15,New Penny,3,4,3,0.75
Kristin Wallace,14,Smithborough,10,3,1,3.3333333333333335
Jesse Ayala,13,Caldwellborough,5,5,1,1.0
Anthony Stone,11,Robinsonshire,5,1,2,5.0
Daniel Williams,13,West Josechester,8,4,2,2.0
Alyssa Weaver,10,West Nicoleton,4,2,2,2.0
Lisa Ramirez,15,Lake Denniston,12,1,2,12.0
Marie James,13,Collinsland,4,1,3,4.0
Stacy Powers,14,Larryshire,2,4,2,0.5
Samantha Owen,13,Williamport,4,4,1,1.0
Brenda Blackburn,17,Lake Robert,3,2,1,1.5
Charles Young,18,Christopherton,7,1,3,7.0
Diane Gilbert,11,New Sarahport,7,3,3,2.3333333333333335
Emily Graves,10,Spencerchester,8,5,3,1.6
Mary Stark,12,North Emilyview,1,2,1,0.5
Laura Lewis,12,Travisstad,9,5,1,1.8
Dan Roberts,10,East Kelly,7,3,3,2.3333333333333335
Rebecca Mitchell,10,South Donaldmouth,7,1,3,7.0
Jackson Arias,16,West Tina,10,1,2,10.0
Courtney Brown,17,Brooksview,10,3,3,3.3333333333333335
Helen Sutton,14,Port Kenneth,12,5,3,2.4
Michele Burns,10,Lake Nicole,1,4,3,0.25
Carl Aguilar,11,Simonview,12,4,1,3.0
Laura Davis,12,Williamfort,4,1,3,4.0
Tyler Mendez,17,Huberberg,7,5,1,1.4
Leslie Robertson,13,South Anneview,9,5,2,1.8
Jacqueline Garcia,16,Port James,4,2,1,2.0
